ERGOCALCIFEROL,Musculoskeletal stiffness,3
ERGOCALCIFEROL,Ulcer,2
ERGOCALCIFEROL,Prescribed underdose,2
ERGOCALCIFEROL,Aspartate aminotransferase increased,2
ERGOCALCIFEROL,Systemic lupus erythematosus,2
ERGOCALCIFEROL,Therapeutic response decreased,3
ERGOCALCIFEROL,Headache,2
ERGOCALCIFEROL,Ill-defined disorder,2
ERGOCALCIFEROL,"Sleep disorder due to general medical condition, insomnia type",2
ERGOCALCIFEROL,Synovitis,3
ERGOCALCIFEROL,Drug intolerance,3
ERGOCALCIFEROL,Hepatic enzyme increased,4
ERGOCALCIFEROL,Rheumatoid factor positive,2
ERGOCALCIFEROL,Blood parathyroid hormone decreased,3
ERGOCALCIFEROL,Off label use,4
ERGOCALCIFEROL,Stomatitis,2
ERGOCALCIFEROL,Dry mouth,2
ERGOCALCIFEROL,Gastrointestinal disorder,2
ERGOCALCIFEROL,Vomiting,2
ERGOCALCIFEROL,Therapeutic product effect decreased,3
ERGOCALCIFEROL,Rheumatoid nodule,2
ERGOCALCIFEROL,Nasopharyngitis,2
ERGOCALCIFEROL,Oedema,2
ERGOCALCIFEROL,Balance disorder,2
ERGOCALCIFEROL,Pemphigus,2
ERGOCALCIFEROL,Arthropathy,2
ERGOCALCIFEROL,Arthritis,2
ERGOCALCIFEROL,Hypotension,2
ERGOCALCIFEROL,Depressed level of consciousness,2
ERGOCALCIFEROL,Hypercalcaemia,2
ERGOCALCIFEROL,Anti-cyclic citrullinated peptide antibody positive,2
ERGOCALCIFEROL,Granuloma skin,2
ERGOCALCIFEROL,Lower respiratory tract infection,2
ERGOCALCIFEROL,Abdominal pain,2
ERGOCALCIFEROL,Helicobacter infection,2
ERGOCALCIFEROL,Dyspnoea,4
ERGOCALCIFEROL,Skin necrosis,2
ERGOCALCIFEROL,Lip dry,2
ERGOCALCIFEROL,Renal function test abnormal,2
ERGOCALCIFEROL,Mobility decreased,2
ERGOCALCIFEROL,Constipation,2
ERGOCALCIFEROL,Folliculitis,2
ERGOCALCIFEROL,Product use in unapproved indication,3
ERGOCALCIFEROL,Sedation,2
ERGOCALCIFEROL,Impaired healing,2
ERGOCALCIFEROL,Condition aggravated,2
ERGOCALCIFEROL,Fatigue,3
ERGOCALCIFEROL,Toxicity to various agents,2
ERGOCALCIFEROL,Paraesthesia,2
ERGOCALCIFEROL,Alanine aminotransferase increased,2
ERGOCALCIFEROL,Bursitis,2
ERGOCALCIFEROL,Infusion related reaction,3
ERGOCALCIFEROL,Confusional state,2
ERGOCALCIFEROL,Dementia,2
ERGOCALCIFEROL,Cognitive disorder,2
ERGOCALCIFEROL,Peripheral swelling,3
ERGOCALCIFEROL,Drug hypersensitivity,2
ERGOCALCIFEROL,Loss of personal independence in daily activities,2
ERGOCALCIFEROL,Obesity,2
ERGOCALCIFEROL,Red blood cell sedimentation rate increased,3
ERGOCALCIFEROL,Treatment failure,2
ERGOCALCIFEROL,Glossodynia,2
ERGOCALCIFEROL,Orthostatic hypotension,2
ERGOCALCIFEROL,Blister,2
ERGOCALCIFEROL,Skin ulcer,2
ERGOCALCIFEROL,Discomfort,2
ERGOCALCIFEROL,Knee arthroplasty,2
ERGOCALCIFEROL,Contraindicated product administered,3
ERGOCALCIFEROL,Sedation complication,2
ERGOCALCIFEROL,Medication error,2
ERGOCALCIFEROL,Wound,2
ERGOCALCIFEROL,Lung disorder,2
ERGOCALCIFEROL,Panniculitis,2
ERGOCALCIFEROL,Rash pruritic,2
ERGOCALCIFEROL,Creatinine renal clearance decreased,2
ERGOCALCIFEROL,Pain,4
ERGOCALCIFEROL,Fall,2
ERGOCALCIFEROL,Muscle spasms,2
ERGOCALCIFEROL,Breath sounds abnormal,2
ERGOCALCIFEROL,Nausea,3
ERGOCALCIFEROL,Hand deformity,2
