Sneezing,143643,37
Brain scan abnormal,143643,223
Drug level decreased,143643,10
Cardiac arrest,143643,53
Acne,143643,36
Oropharyngeal pain,143643,257
Urinary tract infection,143643,106
Blindness,143643,12
Metabolic encephalopathy,143643,5
Skull fracture,143643,2
Mental disorder,143643,85
Lung infiltration,143643,9
Limb injury,143643,47
Large intestine infection,143643,146
Ileal ulcer,143643,10
Dysgraphia,143643,12
Heart transplant rejection,143643,16
Varicella zoster virus infection,143643,8
Suicidal ideation,143643,5
Yellow skin,143643,4
Sinus congestion,143643,135
Skin irritation,143643,12
Gout,143643,56
Blood pressure diastolic abnormal,143643,189
Abnormal weight gain,143643,10
Inappropriate schedule of product administration,143643,196
Brain hypoxia,143643,8
Osteoporotic fracture,143643,14
Dystonia,143643,33
Concomitant disease aggravated,143643,8
Idiopathic intracranial hypertension,143643,10
Mental status changes,143643,7
Underweight,143643,16
Acute myocardial infarction,143643,39
Gastroenteritis viral,143643,95
Arterial thrombosis,143643,15
Stress,143643,106
Pancytopenia,143643,16
Restlessness,143643,5
Dysphonia,143643,93
Aspergillus test positive,143643,146
Urine output decreased,143643,14
Blood creatine phosphokinase increased,143643,5
Epistaxis,143643,44
Seizure,143643,70
Bacterial sepsis,143643,19
Skin lesion,143643,8
Feeling cold,143643,7
Product colour issue,143643,4
Dry eye,143643,15
Product dose omission issue,143643,71
Tooth fracture,143643,7
Drug resistance,143643,7
Oral candidiasis,143643,31
Biliary obstruction,143643,31
Oculogyric crisis,143643,68
Intestinal mass,143643,5
Drug dependence,143643,29
Skin wound,143643,7
Partial seizures,143643,5
Clostridium test positive,143643,40
Hepatic fibrosis,143643,37
Keratoacanthoma,143643,22
Disseminated intravascular coagulation,143643,4
Hypoventilation,143643,4
Acidosis,143643,4
Pulmonary oedema,143643,20
Clostridial infection,143643,56
Cerebral haemorrhage,143643,14
Metabolic acidosis,143643,19
Clavicle fracture,143643,48
Eyelid oedema,143643,12
Respiratory tract infection,143643,96
Malignant melanoma,143643,22
Haemarthrosis,143643,21
Epstein-Barr virus infection reactivation,143643,23
Pulmonary toxicity,143643,7
Cytomegalovirus infection reactivation,143643,6
Acute graft versus host disease,143643,40
Caesarean section,143643,14
Sputum increased,143643,48
Colitis ulcerative,143643,15
Accidental overdose,143643,2
Joint injury,143643,14
Monoclonal B-cell lymphocytosis,143643,23
Bone disorder,143643,14
White blood cell count decreased,143643,40
Photophobia,143643,33
Blood pressure diastolic increased,143643,37
Dysuria,143643,14
Gynaecomastia,143643,28
Lymphadenopathy,143643,23
Nail growth abnormal,143643,7
Post-anoxic myoclonus,143643,5
Reduced facial expression,143643,5
Vital capacity decreased,143643,21
Brain neoplasm,143643,40
Multiple sclerosis relapse,143643,31
Sinusitis fungal,143643,15
Blood iron decreased,143643,18
Temperature intolerance,143643,48
Muscle rigidity,143643,27
Eyelid disorder,143643,12
Encephalopathy,143643,9
Skin fissures,143643,12
Sensitivity to weather change,143643,24
Hypoglycaemia,143643,95
Blood uric acid increased,143643,7
Hypertransaminasaemia,143643,37
Rhinorrhoea,143643,113
Gastrooesophageal reflux disease,143643,15
Ventricular dysfunction,143643,16
Oesophagitis,143643,10
Immunosuppressant drug level increased,143643,13
Thrombosis,143643,33
Sensory loss,143643,2
Respiratory rate increased,143643,38
Hepatic steatosis,143643,7
Breast cancer,143643,7
Immunodeficiency,143643,63
Urine odour abnormal,143643,14
Large intestine perforation,143643,2
Nasal dryness,143643,12
Polycythaemia,143643,10
Mouth injury,143643,15
BK polyomavirus test positive,143643,23
Infusion site discharge,143643,3
Catheter site erythema,143643,11
Mixed obstructive and restrictive lung disease,143643,6
White blood cell count increased,143643,17
Haematochezia,143643,8
Choking,143643,29
Foot deformity,143643,37
Disorientation,143643,23
Aspergillus infection,143643,146
Tachyphrenia,143643,5
Aphonia,143643,56
Ascites,143643,10
Febrile convulsion,143643,10
Loose tooth,143643,10
Cholestasis,143643,17
Hepatic cirrhosis,143643,14
Ischaemia,143643,20
Back disorder,143643,16
Hemiparesis,143643,3
Tinnitus,143643,10
Cystitis haemorrhagic,143643,23
Vision blurred,143643,56
Pulseless electrical activity,143643,3
Basilar artery thrombosis,143643,18
Skin hypertrophy,143643,14
Impaired driving ability,143643,3
Urinary incontinence,143643,7
Philadelphia chromosome positive,143643,14
Gangrene,143643,8
Bacterial infection,143643,8
Crohn's disease,143643,3
Salivary hyposecretion,143643,12
Product availability issue,143643,14
Intestinal obstruction,143643,10
Labelled drug-drug interaction medication error,143643,5
Electrocardiogram abnormal,143643,5
Femur fracture,143643,14
Cerebrovascular insufficiency,143643,4
Bradycardia,143643,4
Urinary retention,143643,31
Platelet count abnormal,143643,23
Embolism,143643,8
Tachycardia,143643,51
Breast inflammation,143643,57
Pollakiuria,143643,21
Breast fibroma,143643,16
Chills,143643,67
Lumbar vertebral fracture,143643,10
Haemorrhage,143643,98
Pericardial effusion,143643,16
Hilar lymphadenopathy,143643,10
Tubulointerstitial nephritis,143643,5
Tongue dry,143643,12
Hepatosplenomegaly,143643,23
Forced expiratory flow decreased,143643,29
Osteonecrosis,143643,8
Phaeohyphomycosis,143643,5
Anticonvulsant drug level below therapeutic,143643,5
Abdominal mass,143643,42
Cutaneous vasculitis,143643,11
Anaphylactoid reaction,143643,14
Rectal haemorrhage,143643,9
Stenotrophomonas infection,143643,10
White blood cell count abnormal,143643,10
Gastritis bacterial,143643,56
Toothache,143643,2
Emotional disorder,143643,25
Cardio-respiratory arrest,143643,15
Retroperitoneal lymphadenopathy,143643,10
Metabolic alkalosis,143643,2
Gastroenteritis,143643,57
Klebsiella infection,143643,10
